StudyID,NCTNumber,StudyTitle,FirstAuthor,PublicationYear,StartYear,CompletionYear,StudyDuration,Country,Settings,Settings Category,Phase,Phase Category,PopulationsStudied,Population Category,Conditions,Condition Category,VaccineName,Vaccine Name Category,VaccineType,Types of Vaccines Category,Outcome,Vaccine Outcomes Category,SampleSize,Sex,PercentageFemale,LossToFollow-up,MainResults,Significance Category,MainLimitations,Main Limitations Category,Manufacturer Type,Cleaned Manufacturer Type,Manufacturer Category,Source of Funding,Cleaned Funding Source,Funding Category,StudyStatus,Sponsor,Sponsor Category,Collaborators,Collaborator Category,CountryCount,SampleSizeCategory
THERAPEUTIC USE ( IV): NO",Multiple Phases,Unknown,Not Reported,Healthy Volunteers (prevention of lower respiratory tract illness)  Therapeutic area: Diseases [C] - Respiratory Tract Diseases [C08],Viral Infections, RSVPreF3 ,Other,,,Main Objective: To evaluate the safety and reactogenicity of a single IM dose of study vaccine administered to maternal subjects  from Visit 1 up to 6 weeks after deliveryTo evaluate pregnancy outcomes and pregnancy-related AESIs after a single IM dose of study vaccine administered to maternal subjects  from Visit 1 up to 6 weeks after delivery (Visit 6)To evaluate the safety of the study vaccine  including neonatal AEs of special interest  in infants born to maternal subjects who were vaccinated with a single IM dose of study vaccine  up to 6 weeks after birthTo evaluate the immunogenicity of a single IM dose of study vaccine in maternal subjects at Day 31 and at DeliveryTo evaluate RSV-specific antibody levels at birth  in infants born to maternal subjects who were vaccinated with a single IM dose of study vaccineTo evaluate the transfer of RSV-specific antibodies from maternal subjects vaccinated with a single IM dose of study vaccine to their infants at delivery/birth  Secondary Objective: To evaluate safety of:? a single IM dose of study vaccine in maternal subjects  up to 6 months after delivery and in infants (born to vaccinated mothers)  up to 1 year of age. To estimate the incidence of:? RSV-associated  medically attended RTIs in maternal subjects vaccinated with a single IM dose of study vaccine  from vaccination up to 6 months post-delivery ? RSV-associated lower respiratory tract illness (LRTI)  severe LRTI  very severe LRTI and hospitalization in infants from birth up to 6 months of age. To evaluate the immunogenicity of: ? single IM dose of study vaccine in maternal subjects in terms of RSVPreF3 IgG-specific antibody concentrations and neutralizing antibodies against RSV-A at Day 43 after delivery ? single IM dose of study vaccine in maternal subjects in terms of RSV-B neutralizing antibodies at Day 1 before vaccination  Day 31  at delivery and at Day 43 post-delivery. ? To evaluate RSV-specific antibodies in infants up to 6 months after birth.  Primary end point(s): 1. Percentage of maternal subjects reporting solicited administration site events 2. Percentage of maternal subjects reporting solicited systemic events3. Percentage of maternal subjects with hematological and biochemical laboratory abnormality at baseline4. Percentage of maternal subjects with hematological and biochemical laboratory abnormality at Day 85. Percentage of maternal subjects with unsolicited adverse events (AEs)6. Percentage of maternal subjects with at least one serious adverse event (SAE)7. Percentage of maternal subjects with AEs leading to study withdrawal8. Percentage of maternal subjects with at least one medically attended AE (MAE)9. Percentage of maternal subjects with pregnancy outcomes10. Percentage of maternal subjects with pregnancy-related Adverse Events of Special Interest (AESIs)11. Percentage of infant subjects with neonatal AESIs12. Percentage of infant subjects with at least one SAE13. Percentage of infant subjects with AEs leading to study withdrawal14. Percentage of infant subjects with at least one MAE15. RSVPreF3 Immunoglobulin G (IgG)-specific antibody concentration in terms of Geometric Mean Concentrations (GMCs) at Day 1  before vaccination for each group and by age category16. RSVPreF3 IgG antibody GMCs at Day 3117. RSVPreF3 IgG antibody GMCs at delivery18. RSV-A neutralizing antibody Geometric Mean Titers (GMTs) at Day 1  before vaccination19. RSV-A neutralizing antibody GMTs at Day 3120. RSV-A neutralizing antibody GMTs at delivery21. RSVPreF3 IgG antibody GMCs in infants born to maternal subjects22. RSV-A neutralizing antibody GMTs in infants born to maternal subjects23. Geometric Mean Ratio between cord blood and maternal RSVPreF3 IgG-specific antibody concentrations  Timepoint(s) of evaluation of this end point: 1. From Day 1 to day 72. From Day 1 to day 73. At baseline (Day -15)4. At Day 8 (visit 2)5. From Day 1 to Day 306. From Day 1 to Day 43 post-delivery7. From Day 1 to Day 43 post-delivery8. From Day 1 to Day 43 post-delivery9. From Day 1 to Day 43 post-delivery10. From Day 1 to Day 43 post-delivery11. From birth to Day 43 post-birth12. From birth to Day 43 post-birth13. From birth to Day 43 post-birth14. From birth to Day 43 post-birth15. At Day 1 (before vaccination)16. At Day 3117. At delivery (Visit 5)18. At Day 1 (before vaccination)19. At Day 3120. At delivery (Visit 5)21. At birth (Visit Day 1 for infants)22. At birth (Visit Day 1 for infants)23. At delivery (visit 5 for maternal subjects) or birth (visit Day 1 for infants) ,Safety,300.0,Female Only,,,,,,,,,,,,,Not Recruiting,GlaxoSmithKline Biologicals,Pharma,,Not Reported,1.0,Medium
,,A clinical study to evaluate immunogenicity and safety of a Meningococcal vaccine in healthy adults  adolescents  and children in India and healthy adolescents and children in the Republic of South Africa,,,,,,South Africa,,,Phase 3,Late Phase Trials,Unknown,Not Reported,,Not Reported, Meningococcal polysaccharide (seros A C Y and W) tetanus toxoid conjugate vaccine,Other,,,To demonstrate the non-inferiority of immunogenicity of a single dose of MenACYW conjugate vaccine compared to MenactraÃÂÃ¢ÂÂÃÂÃÂ® in adolescents and children aged 2 to 17 years in terms of serum bactericidal assay using human complement (hSBA) titers.Timepoint: Day 30 (plus 14 days),Other,1332.0,Unknown,,,,,,,,,,,,,Recruiting,Sanofi Pasteur Inc,Pharma,,Not Reported,1.0,Large
,,A Study to Determine If a New Shigella Vaccine is Safe  Induces Immunity and The Best Dose Among Kenyan Infants,,,,,,Kenya,,,Multiple Phases,Multiple Phases,Specific Age,General Population,Shigellosis,Other, Shigella 4V  MenACWY  Rabies  Diphtheria  Tetanus and Pertussis (DTaP)  ,Conjugate,,,Safety - Solicited Local and Systemic Adverse Events (AEs)  Safety - Unsolicited Adverse Events (AEs)  Safety - Serious Adverse Events (SAEs)  Immunology - change in serum immunoglobulin G (IgG),Safety,596.0,Both Genders,,,,,,,,,,,,,Not Recruiting,LimmaTech Biologics AG,Other,,Not Reported,1.0,Medium
,,Non- Inferiority Fractional-doses Trial for Yellow Fever Vaccine,,,,,,Kenya  Uganda,,,Phase 4,Post-Marketing Trials,Specific Age,General Population,Yellow Fever,Viral Infections, Yellow fever vaccine,Live attenuated,,,The proportion of vaccinees that seroconverts as measured by Plaque Reduction Neutralisation Test (PRNT-50),Other,900.0,Both Genders,,,,,,,,,,,,,Recruiting,University of Oxford,Academic,,Not Reported,1.0,Medium
,,A PHASE 2B PLACEBO-CONTROLLED  RANDOMIZED STUDY OF A RESPIRATORY SYNCYTIAL VIRUS (RSV) VACCINE IN PREGNANT WOMEN,,,,,,South Africa,,,Phase 2,Mid-Phase Trials,Specific Age,General Population,Respiratory Tract Infection,Viral Infections, RSV vaccine  ,Other,,,The percentage of infant participants with specific birth outcomes  The percentage of infant participants with AE from birth to 1 month of age  Percentage of participants reporting local reactions and systemic events from day of vaccination (Day 1) until Day 7  Percentage of participants reporting Adverse Events (AE) within 1 month after vaccination  Percentage of participants reporting obstetric complications  medically attended adverse events (MAE) and serious adverse events (SAE) throughout the study  The percentage of infant participants with SAE  AE of special interest (congenital anomalies  developmental delay)  and MAE through 12 months of age,Safety,1153.0,Female Only,,,,,,,,,,,,,Not Recruiting,Pfizer,Pharma,,Not Reported,1.0,Large
,,Comparison of Immunogenicity of Inactivated Poliovirus Vaccine (IPV) Administered Intramuscularly or Intradermally,,,,,,Mozambique,,,Phase 2,Mid-Phase Trials,Specific Age,General Population,Polio,Viral Infections, Inactivated poliovirus vaccine in reduced doses,Whole Organism,,,Seroconversion,Other,360.0,Both Genders,,,,,,,,,,,,,Recruiting,Instituto Nacional de SaÃÂÃÂºde  Mozambique,Other,,Not Reported,1.0,Medium
,,Study to Assess Immunegnicity & Safety of Pentavalent Meningococcal Vaccine (NmCV-5),,,,,,Gambia  Mali,,,Phase 3,Late Phase Trials,Specific Age,General Population, Meningococcal Meningitis  Meningococcal Meningitis,Bacterial Infections, Polyvalent conjugated Meningococcal vaccine NmCV5 Menactra,Subunit/Protein,,,Primary Outcome Measure:1. Seroresponse Percentage of subjects with seroresponse  measured by rabbit complement serum bactericidal activity (rSBA) against serogroups A  C  Y  W and X. [Seroresponse is defined as a post-immunization (Day 29) rSBA titer of 32 or greater if the subjectÃÂ¢Ã¢ÂÂ¬Ã¢ÂÂ¢s pre-immunization (Day 1) rSBA titer was 2. Geometric mean titres Geometric mean titers (GMTs) measured by rSBA against serogroups A  C  Y  W and X on Day 29,Other,1800.0,Both Genders,,,,,,,,,,,,,Not Recruiting,Serum Institute of India Pvt. Ltd.,Pharma,,Not Reported,1.0,Large
,,A Trial to Assess the Safety  Immunogenicity and Efficacy of a Trivalent Rotavirus P2-VP8 Subunit Vaccine in Prevention of Severe Rotavirus Gastroenteritis in Healthy Infants in Africa and India,,,,,,Zambia,,,Phase 3,Late Phase Trials,Specific Age,General Population,Rotavirus Infection of Children,Viral Infections, TV P2-VP8  Rotarix,Other,,,Number of laboratory confirmed cases of severe rotavirus gastroenteritis (SRVGE   any strain)  Number of serious adverse events (SAEs)  including intussusception  Number of Adverse Events (AEs) > or = to grade 2,Safety,8200.0,Both Genders,,,,,,,,,,,,,Recruiting,PATH,Partnerships,,Not Reported,1.0,Large
,,ZEBOVAC (Ebola Vaccine Trial  Ad26.ZEBOV/MVA-BN-Filo),,,,,,Uganda,,,Phase 2,Mid-Phase Trials,Specific Age,General Population,Ebola Virus Disease,Viral Infections, Ad26.ZEBOV/MVA-BN-Filo,Viral vector,,,The total IgG against EBOV-GP at day 77 post-vaccination with Ad26.ZEBOV (dose 1) at day 0 and MVA-BNÃÂÃÂ®-Filo (dose 2) at day 56.  Frequency  incidence and nature of Serious Adverse Events  6 months following the second vaccination,Safety,800.0,Both Genders,,,,,,,,,,,,,Not Recruiting,MRC/UVRI and LSHTM Uganda Research Unit,Research Institutes,,Not Reported,1.0,Medium
,,Phase 3 Study of 10-valent Pneumococcal Conjugate Vaccine (PNEUMOSIL),,,,,,Gambia,,,Phase 3,Late Phase Trials,Specific Age,General Population, Respiratory  Respiratory,Viral Infections, PNEUMOSIL Prevenar 13  Synflorix ,Other,,,Serotype-specific serum IgG GMCs  Number and severity of solicited local and systemic adverse events  Number  severity and relatedness of all unsolicited AEs and serious adverse events,Safety,660.0,Both Genders,,,,,,,,,,,,,Not Recruiting,PATH,Partnerships,,Not Reported,1.0,Medium
,,A Study to Assess the Safety  Efficacy and Immunogenicity of Leishmania Vaccine ChAd63-KH in PKDL,,,,,,Sudan,,,Phase 2,Mid-Phase Trials,Specific Age,General Population,Leishmaniasis  Cutaneous,Parasitic Infections, ChAd63-KH  ,Other,,,To assess the number of participants with treatment-related adverse events as defined in the clinical trial protocol V1.0.  To assess the therapeutic efficacy of CHAd63-KH  a new candidate  in patients with PKDL by clinical judgement of PKDL lesion reduction.,Safety,86.0,Both Genders,,,,,,,,,,,,,Not Recruiting,University of York,Academic,,Not Reported,1.0,Small
,,A Study to Determine if New Types of Malaria Vaccines Are Safe  Effective and Lead to Immunity in Kenyan Adults,,,,,,Kenya,,,Phase 2,Mid-Phase Trials,Specific Age,General Population,Malaria Falciparum,Parasitic Infections, R21/Matrix-M  ChAd63/MVA ME-TRAP ,Other,,,Occurrence of solicited local and systemic reactogenicity signs and symptoms  and unsolicited adverse events  Occurrence of P. falciparum parasitemia assessed by PCR  and parasite density dynamics assessed by PCR  against malaria sporozoite challenge  Occurrence of P. falciparum parasitemia  assessed by qPCR,Safety,64.0,Both Genders,,,,,,,,,,,,,Recruiting,University of Oxford,Academic,,Not Reported,1.0,Small
,,Efficacy  Safety and Immunogenicity Study of GSK Biologicals' Candidate Malaria Vaccine (SB257049) Evaluating Schedules With or Without Fractional Doses  Early Dose 4 and Yearly Doses  in Children 5-17 Months of Age,,,,,,Ghana  Kenya,,,Phase 2,Mid-Phase Trials,Specific Age,General Population, Malaria Paediatrics  Malaria  Paediatrics,Parasitic Infections, R012  20  R012 14 mD  Fx012  14  mFxD  Fx017  mFxD,Other,,,1.The occurrence of clinical malaria meeting the primary case definition.The primary case definition will be P. falciparum asexual parasitemia > 5000 parasites/ÃÂÃÂµl and presence of fever (axillary temperature = 37.5ÃÂÃÂ°C) at the time of presentation and occurring in a child who is unwell and brought for treatment to a healthcare facility.,Other,1500.0,Both Genders,,,,,,,,,,,,,Not Recruiting,GlaxoSmithKline Biologicals,Pharma,,Not Reported,1.0,Large
,,ETVAX,,,,,,Zambia,,,Phase 1,Early Phase Trials,Specific Age,General Population, Digestive System  Digestive System,Other,ETVAX,Other,,,Safety will be assessed by analyses of the following primary endpoints (events)  where the unit of analysis in each case will be the proportion of participants with at least one event:ÃÂ¢Ã¢ÂÂ¬ÃÂ¢Solicited gastrointestinal reactionsÃÂ¢Ã¢ÂÂ¬ÃÂ¢Solicited systemic reactionsÃÂ¢Ã¢ÂÂ¬ÃÂ¢Unsolicited adverse eventsÃÂ¢Ã¢ÂÂ¬ÃÂ¢Adverse events where there is a reasonable possibility that the study product caused the event  i.e.  are suspected adverse drug reactionsÃÂ¢Ã¢ÂÂ¬ÃÂ¢Serious adverse events,Safety,246.0,Both Genders,,,,,,,,,,,,,Not Recruiting,Scandinavian Biopharma,Pharma,,Not Reported,1.0,Medium
,,A randomized controlled Phase 3 trial to assess the safety  immunogenicity and efficacy of a trivalent rotavirus P2-VP8 subunit vaccine in prevention of severe rotavirus gastroenteritis in healthy infants in Africa and India,,,,,,Ghana  Malawi  Zambia,,,Phase 3,Late Phase Trials,Specific Age,General Population, Rotavirus  Rotavirus,Viral Infections, Trivalent subunit vaccine P2 VP8 Rotarix,Other,,,Laboratory confirmed cases of Severe Rotavirus Gastroenteritis - SVRGE (any strain)  Serious adverse events (SAEs)  including intussusception  Adverse Events - AEs >grade 2 ,Safety,8200.0,Both Genders,,,,,,,,,,,,,Recruiting,PATH,Partnerships,,Not Reported,1.0,Large
